"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5357","@smoke opens the reset password page and returns to login on cancel","public-chromium","Fri Apr 03 00:43:10 UTC 2026","passed","Fri Apr 03 00:43:15 UTC 2026","Password recovery","","",""
"","5563","@regression redirects to login when the authenticated browser state is cleared","authenticated-chromium","Fri Apr 03 00:44:25 UTC 2026","passed","Fri Apr 03 00:44:30 UTC 2026","Authenticated session security","","",""
"","3784","@regression requires a username before sending a reset request","public-chromium","Fri Apr 03 00:43:15 UTC 2026","passed","Fri Apr 03 00:43:19 UTC 2026","Password recovery","","",""
"","4377","@smoke allows a valid user to sign in successfully","public-chromium","Fri Apr 03 00:42:59 UTC 2026","passed","Fri Apr 03 00:43:03 UTC 2026","Public login page","","",""
"","4689","@regression opens Buzz and shows its core controls","authenticated-chromium","Fri Apr 03 00:44:05 UTC 2026","passed","Fri Apr 03 00:44:10 UTC 2026","Authenticated module navigation smoke","","",""
"","5107","@regression opens Assign Leave from Quick Launch","authenticated-chromium","Fri Apr 03 00:43:32 UTC 2026","passed","Fri Apr 03 00:43:37 UTC 2026","Authenticated dashboard coverage","","",""
"","2279","@smoke renders the login page essentials and masks the password field","public-chromium","Fri Apr 03 00:42:49 UTC 2026","passed","Fri Apr 03 00:42:52 UTC 2026","Public login page","","",""
"","2585","@regression filters the side menu using the search field","authenticated-chromium","Fri Apr 03 00:43:29 UTC 2026","passed","Fri Apr 03 00:43:32 UTC 2026","Authenticated dashboard coverage","","",""
"","4888","@regression opens Leave and shows its core controls","authenticated-chromium","Fri Apr 03 00:43:55 UTC 2026","passed","Fri Apr 03 00:44:00 UTC 2026","Authenticated module navigation smoke","","",""
"","4839","@regression opens Admin and shows its core controls","authenticated-chromium","Fri Apr 03 00:43:46 UTC 2026","passed","Fri Apr 03 00:43:51 UTC 2026","Authenticated module navigation smoke","","",""
"","3201","@regression finds an existing employee in Directory and restores the default list on reset","authenticated-chromium","Fri Apr 03 00:44:14 UTC 2026","passed","Fri Apr 03 00:44:17 UTC 2026","Authenticated search and filter flows","","",""
"","3438","authenticate admin user","setup","Fri Apr 03 00:42:39 UTC 2026","passed","Fri Apr 03 00:42:43 UTC 2026","","","",""
"","4302","@regression rejects an incorrect password with a clear error message","public-chromium","Fri Apr 03 00:42:54 UTC 2026","passed","Fri Apr 03 00:42:59 UTC 2026","Public login page","","",""
"","2553","@smoke shows required-field validation when the form is submitted empty","public-chromium","Fri Apr 03 00:42:52 UTC 2026","passed","Fri Apr 03 00:42:54 UTC 2026","Public login page","","",""
"","2799","@smoke redirects an unauthenticated visitor to login when opening the dashboard directly","public-chromium","Fri Apr 03 00:42:44 UTC 2026","passed","Fri Apr 03 00:42:47 UTC 2026","Public access control","","",""
"","2500","@regression requires a video URL before sharing a Buzz video post","authenticated-chromium","Fri Apr 03 00:43:23 UTC 2026","passed","Fri Apr 03 00:43:25 UTC 2026","Authenticated Buzz interactions","","",""
"","4166","@regression keeps the dashboard accessible after a browser refresh","authenticated-chromium","Fri Apr 03 00:43:42 UTC 2026","passed","Fri Apr 03 00:43:46 UTC 2026","Authenticated dashboard coverage","","",""
"","2662","@regression redirects an unauthenticated visitor away from the admin area","public-chromium","Fri Apr 03 00:42:47 UTC 2026","passed","Fri Apr 03 00:42:49 UTC 2026","Public access control","","",""
"","3963","@regression keeps the selected admin username filter through search and clears it on reset","authenticated-chromium","Fri Apr 03 00:44:10 UTC 2026","passed","Fri Apr 03 00:44:14 UTC 2026","Authenticated search and filter flows","","",""
"","8067","@regression blocks protected routes after logout","authenticated-chromium","Fri Apr 03 00:44:17 UTC 2026","passed","Fri Apr 03 00:44:25 UTC 2026","Authenticated session security","","",""
"","4666","@regression opens PIM and shows its core controls","authenticated-chromium","Fri Apr 03 00:43:51 UTC 2026","passed","Fri Apr 03 00:43:55 UTC 2026","Authenticated module navigation smoke","","",""
"","4629","@regression opens Directory and shows its core controls","authenticated-chromium","Fri Apr 03 00:44:00 UTC 2026","passed","Fri Apr 03 00:44:05 UTC 2026","Authenticated module navigation smoke","","",""
"","6801","@smoke allows a signed-in user to log out cleanly","public-chromium","Fri Apr 03 00:43:03 UTC 2026","passed","Fri Apr 03 00:43:10 UTC 2026","Public login page","","",""
"","4547","@regression opens My Timesheet from Quick Launch","authenticated-chromium","Fri Apr 03 00:43:37 UTC 2026","passed","Fri Apr 03 00:43:42 UTC 2026","Authenticated dashboard coverage","","",""
"","2803","@regression opens the Share Photos modal with the Share action disabled until media is selected","authenticated-chromium","Fri Apr 03 00:43:20 UTC 2026","passed","Fri Apr 03 00:43:23 UTC 2026","Authenticated Buzz interactions","","",""
"","4217","@smoke shows the expected dashboard widgets and critical navigation items","authenticated-chromium","Fri Apr 03 00:43:25 UTC 2026","passed","Fri Apr 03 00:43:29 UTC 2026","Authenticated dashboard coverage","","",""
