"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4633","@regression redirects to login when the authenticated browser state is cleared","authenticated-chromium","Sat Apr 18 00:45:10 UTC 2026","passed","Sat Apr 18 00:45:15 UTC 2026","Authenticated session security","","",""
"","3523","@regression opens Buzz and shows its core controls","authenticated-chromium","Sat Apr 18 00:44:54 UTC 2026","passed","Sat Apr 18 00:44:58 UTC 2026","Authenticated module navigation smoke","","",""
"","3297","@smoke shows the expected dashboard widgets and critical navigation items","authenticated-chromium","Sat Apr 18 00:44:22 UTC 2026","passed","Sat Apr 18 00:44:25 UTC 2026","Authenticated dashboard coverage","","",""
"","3755","@regression opens Admin and shows its core controls","authenticated-chromium","Sat Apr 18 00:44:39 UTC 2026","passed","Sat Apr 18 00:44:43 UTC 2026","Authenticated module navigation smoke","","",""
"","2320","@smoke renders the login page essentials and masks the password field","public-chromium","Sat Apr 18 00:43:52 UTC 2026","passed","Sat Apr 18 00:43:54 UTC 2026","Public login page","","",""
"","2513","@smoke redirects an unauthenticated visitor to login when opening the dashboard directly","public-chromium","Sat Apr 18 00:43:47 UTC 2026","passed","Sat Apr 18 00:43:50 UTC 2026","Public access control","","",""
"","3593","@smoke allows a valid user to sign in successfully","public-chromium","Sat Apr 18 00:44:00 UTC 2026","passed","Sat Apr 18 00:44:04 UTC 2026","Public login page","","",""
"","2759","@regression opens the Share Photos modal with the Share action disabled until media is selected","authenticated-chromium","Sat Apr 18 00:44:16 UTC 2026","passed","Sat Apr 18 00:44:19 UTC 2026","Authenticated Buzz interactions","","",""
"","2564","@regression filters the side menu using the search field","authenticated-chromium","Sat Apr 18 00:44:25 UTC 2026","passed","Sat Apr 18 00:44:28 UTC 2026","Authenticated dashboard coverage","","",""
"","3471","@smoke opens the reset password page and returns to login on cancel","public-chromium","Sat Apr 18 00:44:09 UTC 2026","passed","Sat Apr 18 00:44:12 UTC 2026","Password recovery","","",""
"","3880","@regression keeps the dashboard accessible after a browser refresh","authenticated-chromium","Sat Apr 18 00:44:35 UTC 2026","passed","Sat Apr 18 00:44:39 UTC 2026","Authenticated dashboard coverage","","",""
"","3796","@regression opens Leave and shows its core controls","authenticated-chromium","Sat Apr 18 00:44:47 UTC 2026","passed","Sat Apr 18 00:44:51 UTC 2026","Authenticated module navigation smoke","","",""
"","2317","@smoke shows required-field validation when the form is submitted empty","public-chromium","Sat Apr 18 00:43:54 UTC 2026","passed","Sat Apr 18 00:43:57 UTC 2026","Public login page","","",""
"","3078","@regression keeps the selected admin username filter through search and clears it on reset","authenticated-chromium","Sat Apr 18 00:44:58 UTC 2026","passed","Sat Apr 18 00:45:01 UTC 2026","Authenticated search and filter flows","","",""
"","4319","@regression opens My Timesheet from Quick Launch","authenticated-chromium","Sat Apr 18 00:44:31 UTC 2026","passed","Sat Apr 18 00:44:35 UTC 2026","Authenticated dashboard coverage","","",""
"","2773","@regression requires a video URL before sharing a Buzz video post","authenticated-chromium","Sat Apr 18 00:44:19 UTC 2026","passed","Sat Apr 18 00:44:22 UTC 2026","Authenticated Buzz interactions","","",""
"","2904","@regression finds an existing employee in Directory and restores the default list on reset","authenticated-chromium","Sat Apr 18 00:45:01 UTC 2026","passed","Sat Apr 18 00:45:04 UTC 2026","Authenticated search and filter flows","","",""
"","3342","authenticate admin user","setup","Sat Apr 18 00:43:41 UTC 2026","passed","Sat Apr 18 00:43:45 UTC 2026","","","",""
"","3134","@regression rejects an incorrect password with a clear error message","public-chromium","Sat Apr 18 00:43:57 UTC 2026","passed","Sat Apr 18 00:44:00 UTC 2026","Public login page","","",""
"","3650","@regression opens PIM and shows its core controls","authenticated-chromium","Sat Apr 18 00:44:43 UTC 2026","passed","Sat Apr 18 00:44:47 UTC 2026","Authenticated module navigation smoke","","",""
"","5030","@smoke allows a signed-in user to log out cleanly","public-chromium","Sat Apr 18 00:44:04 UTC 2026","passed","Sat Apr 18 00:44:09 UTC 2026","Public login page","","",""
"","6467","@regression blocks protected routes after logout","authenticated-chromium","Sat Apr 18 00:45:04 UTC 2026","passed","Sat Apr 18 00:45:10 UTC 2026","Authenticated session security","","",""
"","3581","@regression opens Assign Leave from Quick Launch","authenticated-chromium","Sat Apr 18 00:44:28 UTC 2026","passed","Sat Apr 18 00:44:31 UTC 2026","Authenticated dashboard coverage","","",""
"","2927","@regression requires a username before sending a reset request","public-chromium","Sat Apr 18 00:44:12 UTC 2026","passed","Sat Apr 18 00:44:15 UTC 2026","Password recovery","","",""
"","2443","@regression redirects an unauthenticated visitor away from the admin area","public-chromium","Sat Apr 18 00:43:50 UTC 2026","passed","Sat Apr 18 00:43:52 UTC 2026","Public access control","","",""
"","3458","@regression opens Directory and shows its core controls","authenticated-chromium","Sat Apr 18 00:44:51 UTC 2026","passed","Sat Apr 18 00:44:54 UTC 2026","Authenticated module navigation smoke","","",""
