"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4052","opens the reset password page and returns to login on cancel","public-chromium","Sun Mar 29 04:11:52 UTC 2026","passed","Sun Mar 29 04:11:56 UTC 2026","Password recovery","","",""
"","2535","shows required-field validation when the form is submitted empty","public-chromium","Sun Mar 29 04:11:35 UTC 2026","passed","Sun Mar 29 04:11:37 UTC 2026","Public login page","","",""
"","4277","opens Directory and shows its core controls","authenticated-chromium","Sun Mar 29 04:12:20 UTC 2026","passed","Sun Mar 29 04:12:25 UTC 2026","Authenticated module navigation smoke","","",""
"","5881","allows a signed-in user to log out cleanly","public-chromium","Sun Mar 29 04:11:46 UTC 2026","passed","Sun Mar 29 04:11:52 UTC 2026","Public login page","","",""
"","2154","renders the login page essentials and masks the password field","public-chromium","Sun Mar 29 04:11:33 UTC 2026","passed","Sun Mar 29 04:11:35 UTC 2026","Public login page","","",""
"","3385","shows the expected dashboard widgets and critical navigation items","authenticated-chromium","Sun Mar 29 04:12:01 UTC 2026","passed","Sun Mar 29 04:12:04 UTC 2026","Authenticated dashboard smoke","","",""
"","4413","opens Buzz and shows its core controls","authenticated-chromium","Sun Mar 29 04:12:25 UTC 2026","passed","Sun Mar 29 04:12:29 UTC 2026","Authenticated module navigation smoke","","",""
"","2431","redirects an unauthenticated visitor to login when opening the dashboard directly","public-chromium","Sun Mar 29 04:11:30 UTC 2026","passed","Sun Mar 29 04:11:33 UTC 2026","","","",""
"","4537","opens PIM and shows its core controls","authenticated-chromium","Sun Mar 29 04:12:11 UTC 2026","passed","Sun Mar 29 04:12:16 UTC 2026","Authenticated module navigation smoke","","",""
"","3973","authenticate admin user","setup","Sun Mar 29 04:11:25 UTC 2026","passed","Sun Mar 29 04:11:29 UTC 2026","","","",""
"","4269","allows a valid user to sign in successfully","public-chromium","Sun Mar 29 04:11:42 UTC 2026","passed","Sun Mar 29 04:11:46 UTC 2026","Public login page","","",""
"","3681","requires a username before sending a reset request","public-chromium","Sun Mar 29 04:11:56 UTC 2026","passed","Sun Mar 29 04:11:59 UTC 2026","Password recovery","","",""
"","4686","opens Admin and shows its core controls","authenticated-chromium","Sun Mar 29 04:12:06 UTC 2026","passed","Sun Mar 29 04:12:11 UTC 2026","Authenticated module navigation smoke","","",""
"","2408","filters the side menu using the search field","authenticated-chromium","Sun Mar 29 04:12:04 UTC 2026","passed","Sun Mar 29 04:12:06 UTC 2026","Authenticated dashboard smoke","","",""
"","4790","opens Leave and shows its core controls","authenticated-chromium","Sun Mar 29 04:12:16 UTC 2026","passed","Sun Mar 29 04:12:20 UTC 2026","Authenticated module navigation smoke","","",""
"","4227","rejects an incorrect password with a clear error message","public-chromium","Sun Mar 29 04:11:37 UTC 2026","passed","Sun Mar 29 04:11:42 UTC 2026","Public login page","","",""
