"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2565","@regression redirects an unauthenticated visitor away from the admin area","public-chromium","Fri Jul 10 03:37:29 UTC 2026","passed","Fri Jul 10 03:37:32 UTC 2026","Public access control","","",""
"","2887","@regression requires a username before sending a reset request","public-chromium","Fri Jul 10 03:37:52 UTC 2026","passed","Fri Jul 10 03:37:55 UTC 2026","Password recovery","","",""
"","4030","@regression opens Leave and shows its core controls","authenticated-chromium","Fri Jul 10 03:38:26 UTC 2026","passed","Fri Jul 10 03:38:30 UTC 2026","Authenticated module navigation smoke","","",""
"","2835","@regression requires a video URL before sharing a Buzz video post","authenticated-chromium","Fri Jul 10 03:37:59 UTC 2026","passed","Fri Jul 10 03:38:02 UTC 2026","Authenticated Buzz interactions","","",""
"","3503","@regression opens Directory and shows its core controls","authenticated-chromium","Fri Jul 10 03:38:30 UTC 2026","passed","Fri Jul 10 03:38:33 UTC 2026","Authenticated module navigation smoke","","",""
"","3569","@regression opens My Timesheet from Quick Launch","authenticated-chromium","Fri Jul 10 03:38:11 UTC 2026","passed","Fri Jul 10 03:38:15 UTC 2026","Authenticated dashboard coverage","","",""
"","3054","@smoke shows the expected dashboard widgets and critical navigation items","authenticated-chromium","Fri Jul 10 03:38:02 UTC 2026","passed","Fri Jul 10 03:38:05 UTC 2026","Authenticated dashboard coverage","","",""
"","2489","@regression filters the side menu using the search field","authenticated-chromium","Fri Jul 10 03:38:05 UTC 2026","passed","Fri Jul 10 03:38:07 UTC 2026","Authenticated dashboard coverage","","",""
"","2335","@smoke shows required-field validation when the form is submitted empty","public-chromium","Fri Jul 10 03:37:34 UTC 2026","passed","Fri Jul 10 03:37:37 UTC 2026","Public login page","","",""
"","3666","@smoke opens the reset password page and returns to login on cancel","public-chromium","Fri Jul 10 03:37:49 UTC 2026","passed","Fri Jul 10 03:37:52 UTC 2026","Password recovery","","",""
"","3795","@regression opens Buzz and shows its core controls","authenticated-chromium","Fri Jul 10 03:38:33 UTC 2026","passed","Fri Jul 10 03:38:37 UTC 2026","Authenticated module navigation smoke","","",""
"","3387","@regression keeps the dashboard accessible after a browser refresh","authenticated-chromium","Fri Jul 10 03:38:15 UTC 2026","passed","Fri Jul 10 03:38:18 UTC 2026","Authenticated dashboard coverage","","",""
"","2320","@smoke renders the login page essentials and masks the password field","public-chromium","Fri Jul 10 03:37:32 UTC 2026","passed","Fri Jul 10 03:37:34 UTC 2026","Public login page","","",""
"","2747","@regression opens the Share Photos modal with the Share action disabled until media is selected","authenticated-chromium","Fri Jul 10 03:37:56 UTC 2026","passed","Fri Jul 10 03:37:59 UTC 2026","Authenticated Buzz interactions","","",""
"","2855","@smoke redirects an unauthenticated visitor to login when opening the dashboard directly","public-chromium","Fri Jul 10 03:37:26 UTC 2026","passed","Fri Jul 10 03:37:29 UTC 2026","Public access control","","",""
"","5118","@regression keeps the selected admin username filter through search and clears it on reset","authenticated-chromium","Fri Jul 10 03:38:37 UTC 2026","passed","Fri Jul 10 03:38:42 UTC 2026","Authenticated search and filter flows","","",""
"","4796","@smoke allows a signed-in user to log out cleanly","public-chromium","Fri Jul 10 03:37:44 UTC 2026","passed","Fri Jul 10 03:37:49 UTC 2026","Public login page","","",""
"","3535","@regression rejects an incorrect password with a clear error message","public-chromium","Fri Jul 10 03:37:37 UTC 2026","passed","Fri Jul 10 03:37:40 UTC 2026","Public login page","","",""
"","15777","@regression blocks protected routes after logout","authenticated-chromium","Fri Jul 10 03:38:47 UTC 2026","passed","Fri Jul 10 03:39:02 UTC 2026","Authenticated session security","","",""
"","3495","@smoke allows a valid user to sign in successfully","public-chromium","Fri Jul 10 03:37:40 UTC 2026","passed","Fri Jul 10 03:37:44 UTC 2026","Public login page","","",""
"","3554","@regression opens Assign Leave from Quick Launch","authenticated-chromium","Fri Jul 10 03:38:07 UTC 2026","passed","Fri Jul 10 03:38:11 UTC 2026","Authenticated dashboard coverage","","",""
"","4032","authenticate admin user","setup","Fri Jul 10 03:37:19 UTC 2026","passed","Fri Jul 10 03:37:23 UTC 2026","","","",""
"","4182","@regression finds an existing employee in Directory and restores the default list on reset","authenticated-chromium","Fri Jul 10 03:38:42 UTC 2026","passed","Fri Jul 10 03:38:46 UTC 2026","Authenticated search and filter flows","","",""
"","3666","@regression opens Admin and shows its core controls","authenticated-chromium","Fri Jul 10 03:38:18 UTC 2026","passed","Fri Jul 10 03:38:22 UTC 2026","Authenticated module navigation smoke","","",""
"","10820","@regression redirects to login when the authenticated browser state is cleared","authenticated-chromium","Fri Jul 10 03:39:02 UTC 2026","passed","Fri Jul 10 03:39:13 UTC 2026","Authenticated session security","","",""
"","4178","@regression opens PIM and shows its core controls","authenticated-chromium","Fri Jul 10 03:38:22 UTC 2026","passed","Fri Jul 10 03:38:26 UTC 2026","Authenticated module navigation smoke","","",""
