"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3163","@regression requires a username before sending a reset request","public-chromium","Sun Mar 29 05:38:33 UTC 2026","passed","Sun Mar 29 05:38:37 UTC 2026","Password recovery","","",""
"","2982","@regression finds an existing employee in Directory and restores the default list on reset","authenticated-chromium","Sun Mar 29 05:39:25 UTC 2026","passed","Sun Mar 29 05:39:28 UTC 2026","Authenticated search and filter flows","","",""
"","4104","@regression opens Admin and shows its core controls","authenticated-chromium","Sun Mar 29 05:39:00 UTC 2026","passed","Sun Mar 29 05:39:04 UTC 2026","Authenticated module navigation smoke","","",""
"","3310","authenticate admin user","setup","Sun Mar 29 05:38:03 UTC 2026","passed","Sun Mar 29 05:38:06 UTC 2026","","","",""
"","3674","@smoke opens the reset password page and returns to login on cancel","public-chromium","Sun Mar 29 05:38:30 UTC 2026","passed","Sun Mar 29 05:38:33 UTC 2026","Password recovery","","",""
"","2944","@smoke shows the expected dashboard widgets and critical navigation items","authenticated-chromium","Sun Mar 29 05:38:42 UTC 2026","passed","Sun Mar 29 05:38:45 UTC 2026","Authenticated dashboard coverage","","",""
"","2288","@regression opens the Share Photos modal with the Share action disabled until media is selected","authenticated-chromium","Sun Mar 29 05:38:38 UTC 2026","passed","Sun Mar 29 05:38:40 UTC 2026","Authenticated Buzz interactions","","",""
"","4636","@regression opens Leave and shows its core controls","authenticated-chromium","Sun Mar 29 05:39:08 UTC 2026","passed","Sun Mar 29 05:39:13 UTC 2026","Authenticated module navigation smoke","","",""
"","4257","@regression keeps the dashboard accessible after a browser refresh","authenticated-chromium","Sun Mar 29 05:38:56 UTC 2026","passed","Sun Mar 29 05:39:00 UTC 2026","Authenticated dashboard coverage","","",""
"","2162","@regression requires a video URL before sharing a Buzz video post","authenticated-chromium","Sun Mar 29 05:38:40 UTC 2026","passed","Sun Mar 29 05:38:42 UTC 2026","Authenticated Buzz interactions","","",""
"","4170","@regression opens PIM and shows its core controls","authenticated-chromium","Sun Mar 29 05:39:04 UTC 2026","passed","Sun Mar 29 05:39:08 UTC 2026","Authenticated module navigation smoke","","",""
"","4168","@regression opens My Timesheet from Quick Launch","authenticated-chromium","Sun Mar 29 05:38:51 UTC 2026","passed","Sun Mar 29 05:38:56 UTC 2026","Authenticated dashboard coverage","","",""
"","2257","@regression redirects an unauthenticated visitor away from the admin area","public-chromium","Sun Mar 29 05:38:11 UTC 2026","passed","Sun Mar 29 05:38:13 UTC 2026","Public access control","","",""
"","2261","@regression filters the side menu using the search field","authenticated-chromium","Sun Mar 29 05:38:45 UTC 2026","passed","Sun Mar 29 05:38:47 UTC 2026","Authenticated dashboard coverage","","",""
"","1870","@smoke shows required-field validation when the form is submitted empty","public-chromium","Sun Mar 29 05:38:15 UTC 2026","passed","Sun Mar 29 05:38:17 UTC 2026","Public login page","","",""
"","4077","@regression keeps the selected admin username filter through search and clears it on reset","authenticated-chromium","Sun Mar 29 05:39:21 UTC 2026","passed","Sun Mar 29 05:39:25 UTC 2026","Authenticated search and filter flows","","",""
"","4106","@regression opens Directory and shows its core controls","authenticated-chromium","Sun Mar 29 05:39:13 UTC 2026","passed","Sun Mar 29 05:39:17 UTC 2026","Authenticated module navigation smoke","","",""
"","4072","@regression opens Buzz and shows its core controls","authenticated-chromium","Sun Mar 29 05:39:17 UTC 2026","passed","Sun Mar 29 05:39:21 UTC 2026","Authenticated module navigation smoke","","",""
"","3993","@smoke allows a valid user to sign in successfully","public-chromium","Sun Mar 29 05:38:21 UTC 2026","passed","Sun Mar 29 05:38:25 UTC 2026","Public login page","","",""
"","1912","@smoke renders the login page essentials and masks the password field","public-chromium","Sun Mar 29 05:38:13 UTC 2026","passed","Sun Mar 29 05:38:15 UTC 2026","Public login page","","",""
"","2318","@smoke redirects an unauthenticated visitor to login when opening the dashboard directly","public-chromium","Sun Mar 29 05:38:09 UTC 2026","passed","Sun Mar 29 05:38:11 UTC 2026","Public access control","","",""
"","4184","@regression opens Assign Leave from Quick Launch","authenticated-chromium","Sun Mar 29 05:38:47 UTC 2026","passed","Sun Mar 29 05:38:51 UTC 2026","Authenticated dashboard coverage","","",""
"","4906","@regression redirects to login when the authenticated browser state is cleared","authenticated-chromium","Sun Mar 29 05:39:36 UTC 2026","passed","Sun Mar 29 05:39:41 UTC 2026","Authenticated session security","","",""
"","5033","@smoke allows a signed-in user to log out cleanly","public-chromium","Sun Mar 29 05:38:25 UTC 2026","passed","Sun Mar 29 05:38:30 UTC 2026","Public login page","","",""
"","7498","@regression blocks protected routes after logout","authenticated-chromium","Sun Mar 29 05:39:28 UTC 2026","passed","Sun Mar 29 05:39:36 UTC 2026","Authenticated session security","","",""
"","3642","@regression rejects an incorrect password with a clear error message","public-chromium","Sun Mar 29 05:38:17 UTC 2026","passed","Sun Mar 29 05:38:21 UTC 2026","Public login page","","",""
