"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5181","@regression rejects an incorrect password with a clear error message","public-chromium","Mon Apr 13 00:48:21 UTC 2026","passed","Mon Apr 13 00:48:26 UTC 2026","Public login page","","",""
"","5736","@regression requires a video URL before sharing a Buzz video post","authenticated-chromium","Mon Apr 13 00:48:56 UTC 2026","passed","Mon Apr 13 00:49:02 UTC 2026","Authenticated Buzz interactions","","",""
"","4569","authenticate admin user","setup","Mon Apr 13 00:48:00 UTC 2026","passed","Mon Apr 13 00:48:05 UTC 2026","","","",""
"","4529","@regression keeps the dashboard accessible after a browser refresh","authenticated-chromium","Mon Apr 13 00:49:24 UTC 2026","passed","Mon Apr 13 00:49:28 UTC 2026","Authenticated dashboard coverage","","",""
"","3430","@smoke renders the login page essentials and masks the password field","public-chromium","Mon Apr 13 00:48:14 UTC 2026","passed","Mon Apr 13 00:48:17 UTC 2026","Public login page","","",""
"","5801","@smoke allows a signed-in user to log out cleanly","public-chromium","Mon Apr 13 00:48:31 UTC 2026","passed","Mon Apr 13 00:48:37 UTC 2026","Public login page","","",""
"","5110","@regression opens My Timesheet from Quick Launch","authenticated-chromium","Mon Apr 13 00:49:19 UTC 2026","passed","Mon Apr 13 00:49:24 UTC 2026","Authenticated dashboard coverage","","",""
"","5874","@regression redirects to login when the authenticated browser state is cleared","authenticated-chromium","Mon Apr 13 00:50:10 UTC 2026","passed","Mon Apr 13 00:50:16 UTC 2026","Authenticated session security","","",""
"","4021","@regression keeps the selected admin username filter through search and clears it on reset","authenticated-chromium","Mon Apr 13 00:49:54 UTC 2026","passed","Mon Apr 13 00:49:58 UTC 2026","Authenticated search and filter flows","","",""
"","5548","@regression requires a username before sending a reset request","public-chromium","Mon Apr 13 00:48:44 UTC 2026","passed","Mon Apr 13 00:48:49 UTC 2026","Password recovery","","",""
"","5109","@regression opens Assign Leave from Quick Launch","authenticated-chromium","Mon Apr 13 00:49:14 UTC 2026","passed","Mon Apr 13 00:49:19 UTC 2026","Authenticated dashboard coverage","","",""
"","8029","@regression blocks protected routes after logout","authenticated-chromium","Mon Apr 13 00:50:02 UTC 2026","passed","Mon Apr 13 00:50:10 UTC 2026","Authenticated session security","","",""
"","3622","@smoke shows required-field validation when the form is submitted empty","public-chromium","Mon Apr 13 00:48:17 UTC 2026","passed","Mon Apr 13 00:48:21 UTC 2026","Public login page","","",""
"","5054","@regression opens Admin and shows its core controls","authenticated-chromium","Mon Apr 13 00:49:28 UTC 2026","passed","Mon Apr 13 00:49:33 UTC 2026","Authenticated module navigation smoke","","",""
"","5555","@regression opens Leave and shows its core controls","authenticated-chromium","Mon Apr 13 00:49:39 UTC 2026","passed","Mon Apr 13 00:49:44 UTC 2026","Authenticated module navigation smoke","","",""
"","3980","@regression filters the side menu using the search field","authenticated-chromium","Mon Apr 13 00:49:10 UTC 2026","passed","Mon Apr 13 00:49:14 UTC 2026","Authenticated dashboard coverage","","",""
"","3666","@smoke redirects an unauthenticated visitor to login when opening the dashboard directly","public-chromium","Mon Apr 13 00:48:06 UTC 2026","passed","Mon Apr 13 00:48:10 UTC 2026","Public access control","","",""
"","5284","@smoke allows a valid user to sign in successfully","public-chromium","Mon Apr 13 00:48:26 UTC 2026","passed","Mon Apr 13 00:48:31 UTC 2026","Public login page","","",""
"","5790","@regression opens the Share Photos modal with the Share action disabled until media is selected","authenticated-chromium","Mon Apr 13 00:48:51 UTC 2026","passed","Mon Apr 13 00:48:56 UTC 2026","Authenticated Buzz interactions","","",""
"","3813","@regression finds an existing employee in Directory and restores the default list on reset","authenticated-chromium","Mon Apr 13 00:49:58 UTC 2026","passed","Mon Apr 13 00:50:02 UTC 2026","Authenticated search and filter flows","","",""
"","5315","@regression opens PIM and shows its core controls","authenticated-chromium","Mon Apr 13 00:49:34 UTC 2026","passed","Mon Apr 13 00:49:39 UTC 2026","Authenticated module navigation smoke","","",""
"","4749","@regression opens Directory and shows its core controls","authenticated-chromium","Mon Apr 13 00:49:44 UTC 2026","passed","Mon Apr 13 00:49:49 UTC 2026","Authenticated module navigation smoke","","",""
"","7498","@smoke shows the expected dashboard widgets and critical navigation items","authenticated-chromium","Mon Apr 13 00:49:02 UTC 2026","passed","Mon Apr 13 00:49:10 UTC 2026","Authenticated dashboard coverage","","",""
"","6799","@smoke opens the reset password page and returns to login on cancel","public-chromium","Mon Apr 13 00:48:37 UTC 2026","passed","Mon Apr 13 00:48:44 UTC 2026","Password recovery","","",""
"","3873","@regression redirects an unauthenticated visitor away from the admin area","public-chromium","Mon Apr 13 00:48:10 UTC 2026","passed","Mon Apr 13 00:48:14 UTC 2026","Public access control","","",""
"","4860","@regression opens Buzz and shows its core controls","authenticated-chromium","Mon Apr 13 00:49:49 UTC 2026","passed","Mon Apr 13 00:49:54 UTC 2026","Authenticated module navigation smoke","","",""
