"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2469","@regression redirects an unauthenticated visitor away from the admin area","public-chromium","Mon Jul 06 03:52:39 UTC 2026","passed","Mon Jul 06 03:52:41 UTC 2026","Public access control","","",""
"","2834","@regression requires a username before sending a reset request","public-chromium","Mon Jul 06 03:53:01 UTC 2026","passed","Mon Jul 06 03:53:04 UTC 2026","Password recovery","","",""
"","3616","@regression opens PIM and shows its core controls","authenticated-chromium","Mon Jul 06 03:53:31 UTC 2026","passed","Mon Jul 06 03:53:34 UTC 2026","Authenticated module navigation smoke","","",""
"","3465","@smoke opens the reset password page and returns to login on cancel","public-chromium","Mon Jul 06 03:52:58 UTC 2026","passed","Mon Jul 06 03:53:01 UTC 2026","Password recovery","","",""
"","3470","@regression keeps the dashboard accessible after a browser refresh","authenticated-chromium","Mon Jul 06 03:53:24 UTC 2026","passed","Mon Jul 06 03:53:27 UTC 2026","Authenticated dashboard coverage","","",""
"","4292","@regression redirects to login when the authenticated browser state is cleared","authenticated-chromium","Mon Jul 06 03:53:57 UTC 2026","passed","Mon Jul 06 03:54:01 UTC 2026","Authenticated session security","","",""
"","3230","authenticate admin user","setup","Mon Jul 06 03:52:30 UTC 2026","passed","Mon Jul 06 03:52:33 UTC 2026","","","",""
"","2455","@regression filters the side menu using the search field","authenticated-chromium","Mon Jul 06 03:53:13 UTC 2026","passed","Mon Jul 06 03:53:16 UTC 2026","Authenticated dashboard coverage","","",""
"","3382","@smoke allows a valid user to sign in successfully","public-chromium","Mon Jul 06 03:52:49 UTC 2026","passed","Mon Jul 06 03:52:53 UTC 2026","Public login page","","",""
"","3253","@smoke shows the expected dashboard widgets and critical navigation items","authenticated-chromium","Mon Jul 06 03:53:10 UTC 2026","passed","Mon Jul 06 03:53:13 UTC 2026","Authenticated dashboard coverage","","",""
"","4149","@regression opens My Timesheet from Quick Launch","authenticated-chromium","Mon Jul 06 03:53:19 UTC 2026","passed","Mon Jul 06 03:53:23 UTC 2026","Authenticated dashboard coverage","","",""
"","3545","@regression opens Assign Leave from Quick Launch","authenticated-chromium","Mon Jul 06 03:53:16 UTC 2026","passed","Mon Jul 06 03:53:19 UTC 2026","Authenticated dashboard coverage","","",""
"","2319","@smoke shows required-field validation when the form is submitted empty","public-chromium","Mon Jul 06 03:52:44 UTC 2026","passed","Mon Jul 06 03:52:46 UTC 2026","Public login page","","",""
"","2503","@regression requires a video URL before sharing a Buzz video post","authenticated-chromium","Mon Jul 06 03:53:08 UTC 2026","passed","Mon Jul 06 03:53:10 UTC 2026","Authenticated Buzz interactions","","",""
"","2467","@regression opens the Share Photos modal with the Share action disabled until media is selected","authenticated-chromium","Mon Jul 06 03:53:05 UTC 2026","passed","Mon Jul 06 03:53:07 UTC 2026","Authenticated Buzz interactions","","",""
"","3290","@regression opens Buzz and shows its core controls","authenticated-chromium","Mon Jul 06 03:53:41 UTC 2026","passed","Mon Jul 06 03:53:44 UTC 2026","Authenticated module navigation smoke","","",""
"","3327","@regression opens Directory and shows its core controls","authenticated-chromium","Mon Jul 06 03:53:38 UTC 2026","passed","Mon Jul 06 03:53:41 UTC 2026","Authenticated module navigation smoke","","",""
"","3574","@regression opens Admin and shows its core controls","authenticated-chromium","Mon Jul 06 03:53:27 UTC 2026","passed","Mon Jul 06 03:53:31 UTC 2026","Authenticated module navigation smoke","","",""
"","2618","@smoke redirects an unauthenticated visitor to login when opening the dashboard directly","public-chromium","Mon Jul 06 03:52:36 UTC 2026","passed","Mon Jul 06 03:52:39 UTC 2026","Public access control","","",""
"","2722","@regression finds an existing employee in Directory and restores the default list on reset","authenticated-chromium","Mon Jul 06 03:53:47 UTC 2026","passed","Mon Jul 06 03:53:50 UTC 2026","Authenticated search and filter flows","","",""
"","6955","@regression blocks protected routes after logout","authenticated-chromium","Mon Jul 06 03:53:50 UTC 2026","passed","Mon Jul 06 03:53:57 UTC 2026","Authenticated session security","","",""
"","2315","@smoke renders the login page essentials and masks the password field","public-chromium","Mon Jul 06 03:52:41 UTC 2026","passed","Mon Jul 06 03:52:44 UTC 2026","Public login page","","",""
"","4852","@smoke allows a signed-in user to log out cleanly","public-chromium","Mon Jul 06 03:52:53 UTC 2026","passed","Mon Jul 06 03:52:58 UTC 2026","Public login page","","",""
"","3271","@regression rejects an incorrect password with a clear error message","public-chromium","Mon Jul 06 03:52:46 UTC 2026","passed","Mon Jul 06 03:52:49 UTC 2026","Public login page","","",""
"","3617","@regression opens Leave and shows its core controls","authenticated-chromium","Mon Jul 06 03:53:34 UTC 2026","passed","Mon Jul 06 03:53:38 UTC 2026","Authenticated module navigation smoke","","",""
"","2990","@regression keeps the selected admin username filter through search and clears it on reset","authenticated-chromium","Mon Jul 06 03:53:44 UTC 2026","passed","Mon Jul 06 03:53:47 UTC 2026","Authenticated search and filter flows","","",""
