"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4809","@regression opens Leave and shows its core controls","authenticated-chromium","Tue Apr 14 00:50:00 UTC 2026","passed","Tue Apr 14 00:50:05 UTC 2026","Authenticated module navigation smoke","","",""
"","4491","@regression opens Admin and shows its core controls","authenticated-chromium","Tue Apr 14 00:49:51 UTC 2026","passed","Tue Apr 14 00:49:56 UTC 2026","Authenticated module navigation smoke","","",""
"","3229","@regression requires a video URL before sharing a Buzz video post","authenticated-chromium","Tue Apr 14 00:49:29 UTC 2026","passed","Tue Apr 14 00:49:32 UTC 2026","Authenticated Buzz interactions","","",""
"","4250","authenticate admin user","setup","Tue Apr 14 00:48:35 UTC 2026","passed","Tue Apr 14 00:48:40 UTC 2026","","","",""
"","4187","@regression opens PIM and shows its core controls","authenticated-chromium","Tue Apr 14 00:49:56 UTC 2026","passed","Tue Apr 14 00:50:00 UTC 2026","Authenticated module navigation smoke","","",""
"","4405","@smoke opens the reset password page and returns to login on cancel","public-chromium","Tue Apr 14 00:49:16 UTC 2026","passed","Tue Apr 14 00:49:21 UTC 2026","Password recovery","","",""
"","4289","@regression opens Assign Leave from Quick Launch","authenticated-chromium","Tue Apr 14 00:49:39 UTC 2026","passed","Tue Apr 14 00:49:43 UTC 2026","Authenticated dashboard coverage","","",""
"","5576","@smoke allows a signed-in user to log out cleanly","public-chromium","Tue Apr 14 00:49:11 UTC 2026","passed","Tue Apr 14 00:49:16 UTC 2026","Public login page","","",""
"","3335","@regression filters the side menu using the search field","authenticated-chromium","Tue Apr 14 00:49:35 UTC 2026","passed","Tue Apr 14 00:49:39 UTC 2026","Authenticated dashboard coverage","","",""
"","5180","@regression redirects to login when the authenticated browser state is cleared","authenticated-chromium","Tue Apr 14 00:50:27 UTC 2026","passed","Tue Apr 14 00:50:32 UTC 2026","Authenticated session security","","",""
"","3475","@smoke shows the expected dashboard widgets and critical navigation items","authenticated-chromium","Tue Apr 14 00:49:32 UTC 2026","passed","Tue Apr 14 00:49:35 UTC 2026","Authenticated dashboard coverage","","",""
"","4088","@regression opens Directory and shows its core controls","authenticated-chromium","Tue Apr 14 00:50:05 UTC 2026","passed","Tue Apr 14 00:50:09 UTC 2026","Authenticated module navigation smoke","","",""
"","3978","@smoke shows required-field validation when the form is submitted empty","public-chromium","Tue Apr 14 00:48:53 UTC 2026","passed","Tue Apr 14 00:48:57 UTC 2026","Public login page","","",""
"","4095","@regression opens My Timesheet from Quick Launch","authenticated-chromium","Tue Apr 14 00:49:43 UTC 2026","passed","Tue Apr 14 00:49:47 UTC 2026","Authenticated dashboard coverage","","",""
"","7830","@regression rejects an incorrect password with a clear error message","public-chromium","Tue Apr 14 00:48:57 UTC 2026","passed","Tue Apr 14 00:49:05 UTC 2026","Public login page","","",""
"","3859","@regression keeps the selected admin username filter through search and clears it on reset","authenticated-chromium","Tue Apr 14 00:50:13 UTC 2026","passed","Tue Apr 14 00:50:17 UTC 2026","Authenticated search and filter flows","","",""
"","3291","@regression opens the Share Photos modal with the Share action disabled until media is selected","authenticated-chromium","Tue Apr 14 00:49:25 UTC 2026","passed","Tue Apr 14 00:49:28 UTC 2026","Authenticated Buzz interactions","","",""
"","3581","@regression requires a username before sending a reset request","public-chromium","Tue Apr 14 00:49:21 UTC 2026","passed","Tue Apr 14 00:49:24 UTC 2026","Password recovery","","",""
"","4305","@regression keeps the dashboard accessible after a browser refresh","authenticated-chromium","Tue Apr 14 00:49:47 UTC 2026","passed","Tue Apr 14 00:49:51 UTC 2026","Authenticated dashboard coverage","","",""
"","4615","@smoke renders the login page essentials and masks the password field","public-chromium","Tue Apr 14 00:48:48 UTC 2026","passed","Tue Apr 14 00:48:53 UTC 2026","Public login page","","",""
"","3988","@smoke redirects an unauthenticated visitor to login when opening the dashboard directly","public-chromium","Tue Apr 14 00:48:41 UTC 2026","passed","Tue Apr 14 00:48:45 UTC 2026","Public access control","","",""
"","3340","@regression finds an existing employee in Directory and restores the default list on reset","authenticated-chromium","Tue Apr 14 00:50:17 UTC 2026","passed","Tue Apr 14 00:50:20 UTC 2026","Authenticated search and filter flows","","",""
"","7042","@regression blocks protected routes after logout","authenticated-chromium","Tue Apr 14 00:50:20 UTC 2026","passed","Tue Apr 14 00:50:27 UTC 2026","Authenticated session security","","",""
"","3525","@regression redirects an unauthenticated visitor away from the admin area","public-chromium","Tue Apr 14 00:48:45 UTC 2026","passed","Tue Apr 14 00:48:48 UTC 2026","Public access control","","",""
"","5652","@smoke allows a valid user to sign in successfully","public-chromium","Tue Apr 14 00:49:05 UTC 2026","passed","Tue Apr 14 00:49:11 UTC 2026","Public login page","","",""
"","3924","@regression opens Buzz and shows its core controls","authenticated-chromium","Tue Apr 14 00:50:09 UTC 2026","passed","Tue Apr 14 00:50:13 UTC 2026","Authenticated module navigation smoke","","",""
